2026-02-07T11:52:34.803Z | GET /api/check-session 200 | 2.989 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T11:58:42.661Z | GET /api/workers/api/dashboard 304 | 449.982 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:43.127Z | GET /api/workers/api/dashboard 304 | 451.494 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:43.921Z | GET /api/check-session 304 | 0.345 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:43.938Z | GET /api/check-session 304 | 0.385 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:44.000Z | GET /api/workers/68ebb11513fb46399a5c8e7d 304 | 64.926 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:44.072Z | GET /api/workers/68ebb11513fb46399a5c8e7d 304 | 46.284 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:48.054Z | GET /api/check-session 304 | 1.039 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:48.494Z | GET /api/workers/api/dashboard 304 | 450.370 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:58:48.949Z | GET /api/workers/api/dashboard 304 | 443.706 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:03.574Z | GET /api/workers/work-tracking/history/68ebc4ee4a70547de07f5203 200 | 52.116 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.518Z | GET /api/check-session 304 | 0.467 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.541Z | GET /api/check-session 304 | 2.807 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.653Z | GET /api/properties 304 | 136.294 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.713Z | GET /api/properties 304 | 50.108 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.824Z | GET /api/slider-properties 304 | 304.543 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:13.934Z | GET /api/slider-properties 304 | 101.146 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.334Z | GET /api/workers 304 | 49.107 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.371Z | GET /api/check-session 304 | 0.737 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.383Z | GET /api/check-session 304 | 0.357 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.390Z | GET /api/workers 304 | 47.133 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.410Z | GET /api/workers/filters 304 | 132.119 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:15.559Z | GET /api/workers/filters 304 | 140.040 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.257Z | GET /api/workers 304 | 48.517 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.275Z | GET /api/check-session 304 | 0.360 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.293Z | GET /api/check-session 304 | 0.311 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.312Z | GET /api/workers 304 | 49.849 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.331Z | GET /api/workers/filters 304 | 137.764 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:19.472Z | GET /api/workers/filters 304 | 131.409 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:21.559Z | GET /api/check-session 304 | 0.416 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:21.576Z | GET /api/check-session 304 | 0.467 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:21.805Z | GET /api/search 200 | 257.520 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:21.884Z | GET /api/search 304 | 64.151 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T11:59:35.140Z | GET /api/property/69871678307dd253607f63b6 200 | 57.020 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T11:59:35.198Z | GET /api/property/69871678307dd253607f63b6 304 | 46.229 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:00:08.288Z | GET /api/check-session 304 | 0.667 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:08.767Z | GET /api/workers/api/dashboard 304 | 485.144 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:09.398Z | GET /api/workers/api/dashboard 304 | 615.037 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:17.834Z | GET /api/check-session 304 | 0.674 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:17.844Z | GET /api/check-session 304 | 1.022 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:18.147Z | GET /api/search 304 | 314.428 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:18.254Z | GET /api/search 304 | 98.955 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:21.420Z | GET /api/property/68ebbac5c7adb61e0ff3c93e 200 | 190.630 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:00:21.479Z | GET /api/property/68ebbac5c7adb61e0ff3c93e 304 | 48.508 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:00:23.202Z | GET /api/check-session 304 | 0.357 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:23.211Z | GET /api/check-session 304 | 0.242 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:29.504Z | GET /api/check-session 304 | 0.530 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:29.516Z | GET /api/check-session 304 | 0.365 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:29.524Z | GET /api/check-session 304 | 0.293 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:29.555Z | GET /api/check-session 304 | 2.431 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.304Z | GET /api/check-session 304 | 0.302 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.330Z | GET /api/check-session 304 | 0.354 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.452Z | GET /api/properties 304 | 144.744 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.508Z | GET /api/properties 304 | 46.170 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.603Z | GET /api/slider-properties 304 | 289.965 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:33.686Z | GET /api/slider-properties 304 | 74.404 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.458Z | GET /api/workers 304 | 49.335 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.484Z | GET /api/check-session 304 | 0.313 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.499Z | GET /api/check-session 304 | 0.383 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.516Z | GET /api/workers 304 | 44.754 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.536Z | GET /api/workers/filters 304 | 134.620 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:35.684Z | GET /api/workers/filters 304 | 133.621 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:36.652Z | GET /api/check-session 304 | 0.459 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:36.662Z | GET /api/check-session 304 | 0.868 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:36.707Z | GET /api/workers/68ebb11513fb46399a5c8e7d 304 | 48.427 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:36.765Z | GET /api/workers/68ebb11513fb46399a5c8e7d 304 | 44.557 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:40.953Z | GET /api/check-session 304 | 0.529 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:40.963Z | GET /api/check-session 304 | 0.480 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:41.228Z | GET /api/search 304 | 273.522 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:41.314Z | GET /api/search 304 | 76.304 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:51.895Z | GET /api/properties 304 | 129.330 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:51.955Z | GET /api/properties 304 | 49.264 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:52.029Z | GET /api/slider-properties 304 | 261.257 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:00:52.115Z | GET /api/slider-properties 304 | 75.887 ms | User: rahul@gmail.com | Type: worker | ID: 68ebb11513fb46399a5c8e7d | IP: ::1
2026-02-07T12:02:41.111Z | GET /api/logout 200 | 4.946 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:41.771Z | GET /api/check-session 200 | 1.491 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:41.802Z | GET /api/check-session 304 | 0.765 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:41.903Z | GET /api/properties 304 | 120.935 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:41.963Z | GET /api/properties 304 | 43.443 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:42.002Z | GET /api/slider-properties 304 | 203.706 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:02:42.105Z | GET /api/slider-properties 304 | 79.531 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:04:53.750Z | GET /auth/google 302 | 5.086 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:04.492Z | GET /auth/google/callback?code=4%2F0ASc3gC0XS_M8ZWsbvwf4xU_Kb2dhhuH73olOxIeLvbP7xI4biQKGznFMlCLTt1XZclnASw&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+openid&authuser=0&prompt=none 302 | 872.705 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:05.947Z | GET /api/check-session 200 | 3.228 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:06.041Z | GET /api/check-session 304 | 0.943 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:06.101Z | GET /api/properties 304 | 137.158 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:06.150Z | GET /api/slider-properties 304 | 216.336 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:06.266Z | GET /api/properties 304 | 49.391 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:06.288Z | GET /api/slider-properties 304 | 59.023 ms | User: revanthkumardompaka@gmail.com | Type: owner | ID: 68eb99d49d34a83fba0cca8a | IP: ::1
2026-02-07T12:05:08.724Z | GET /api/logout 304 | 1.362 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.246Z | GET /api/check-session 200 | 0.435 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.330Z | GET /api/check-session 304 | 3.940 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.380Z | GET /api/properties 304 | 116.558 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.431Z | GET /api/properties 304 | 40.616 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.547Z | GET /api/slider-properties 304 | 245.362 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-07T12:05:09.687Z | GET /api/slider-properties 304 | 131.563 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:22.615Z | GET /api/check-session 304 | 5.204 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:22.640Z | GET /api/check-session 304 | 0.542 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:22.773Z | GET /api/properties 304 | 154.440 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:22.869Z | GET /api/properties 304 | 86.544 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:22.927Z | GET /api/slider-properties 304 | 293.255 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:23.058Z | GET /api/slider-properties 304 | 123.064 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:38.448Z | GET /api/check-session 304 | 0.294 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:38.457Z | GET /api/check-session 304 | 0.415 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:38.720Z | GET /api/search 304 | 271.048 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:38.842Z | GET /api/search 304 | 112.972 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:43.528Z | GET /api/property/68ebbac5c7adb61e0ff3c93e 200 | 111.138 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:43.562Z | GET /api/property/68ebbac5c7adb61e0ff3c93e 304 | 31.299 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:47.538Z | GET /api/check-session 304 | 0.285 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:47.544Z | GET /api/check-session 304 | 0.307 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:51.810Z | GET /api/check-session 304 | 0.212 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:51.817Z | GET /api/check-session 304 | 0.231 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:51.822Z | GET /api/check-session 304 | 0.213 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:05:51.830Z | GET /api/check-session 304 | 0.331 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.672Z | GET /api/check-session 304 | 0.271 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.678Z | GET /api/check-session 304 | 0.258 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.759Z | GET /api/properties 304 | 85.445 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.799Z | GET /api/properties 304 | 35.604 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.855Z | GET /api/slider-properties 304 | 179.482 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:26.940Z | GET /api/slider-properties 304 | 78.554 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:42.619Z | GET /api/check-session 304 | 0.253 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:42.626Z | GET /api/check-session 304 | 0.193 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:42.650Z | GET /api/search?location=chennai&query=T+Nagar&property-type=house 200 | 27.537 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:42.686Z | GET /api/search?location=chennai&query=T+Nagar&property-type=house 304 | 29.018 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:44.520Z | GET /api/properties 304 | 96.428 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:44.566Z | GET /api/properties 304 | 34.724 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:44.620Z | GET /api/slider-properties 304 | 195.534 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:44.725Z | GET /api/slider-properties 304 | 97.026 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:46.358Z | GET /api/check-session 304 | 0.203 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:46.363Z | GET /api/check-session 304 | 0.163 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:46.534Z | GET /api/search 304 | 174.950 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:46.637Z | GET /api/search 304 | 92.644 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:57.185Z | GET /api/properties 304 | 124.049 ms | User: guest | Type: none | ID: - | IP: ::1
2026-02-09T15:06:57.228Z | GET /api/properties 304 | 30.491 ms | User: guest | Type: none | ID: - | IP: ::1
